PeakID (cmd=annotatePeaks.pl /Volumes/Bioinfo_Ext/16185R/Analysis/Diffbind/practice.txt dm6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
2R.23739688.23739983	chr2R	23739688	23739983	+	76.6024603814641	-0.292353127974976	intron (NM_001299850, intron 2 of 7)	intron (NM_001299850, intron 2 of 7)	5349	NM_001299850	37757		NM_166623		egl	CG4051|Dmel\CG4051|EGL|Egl|egal	egalitarian	protein-coding
X.772025.772317	chrX	772025	772317	+	76.5867868919165	0.402043268910858	intron (NM_001297831, intron 1 of 1)	intron (NM_001297831, intron 1 of 1)	2145	NM_080296	31023	Dm.1697	NM_080296		fz3	CG16785|DFz3|Dfz3|Dm Fz3|Dmel\CG16785|EG:34F3.6|Fz3|dFz3|dfz3	frizzled 3	protein-coding
2R.22143638.22143894	chr2R	22143638	22143894	+	76.5799222175317	-0.154246712986346	intron (NM_001299777, intron 2 of 8)	intron (NM_001299777, intron 2 of 8)	3831	NM_079920	43934	Dm.1410	NM_079920		gom	CG6727|Dmel\CG6727	gomdanji	protein-coding
X.10221515.10221922	chrX	10221515	10221922	+	76.5594787077097	-0.124643246335915	intron (NM_001298149, intron 3 of 15)	intron (NM_001298149, intron 3 of 15)	-1134	NM_001144711	31953	Dm.3020	NM_132385		CG34408	BcDNA:GH09358|CG2967|CG32689|Dmel\CG34408|Dmel_CG2967|Dmel_CG32689|FBpp0111587	uncharacterized protein	protein-coding
2R.23695325.23695597	chr2R	23695325	23695597	+	76.5524047379541	-1.00150397462671	TTS (NM_057856)	TTS (NM_057856)	1458	NM_057856	37748	Dm.4319	NM_057856		angel	CG12273|Dmel\CG12273	angel	protein-coding
3L.3292660.3292988	chr3L	3292660	3292988	+	76.5432241669948	-0.229957764123839	intron (NM_001259669, intron 1 of 2)	intron (NM_001259669, intron 1 of 2)	1365	NM_001259669	38405	Dm.834	NM_139542		CG12009	Dmel\CG12009	uncharacterized protein	protein-coding
3L.22945239.22945487	chr3L	22945239	22945487	+	76.4897861630671	-0.664466107289845	promoter-TSS (NM_168980)	promoter-TSS (NM_168980)	247	NR_144679	30522428		NR_144679		mir-9388	CR46297|Dmel\CR46297	mir-9388 stem loop	ncRNA
3R.17764336.17764561	chr3R	17764336	17764561	+	76.4892758851474	-0.157740924578801	Intergenic	Intergenic	-1260	NM_001300453	42136	Dm.16755	NM_142395		TyrR	CG7431|DmCG7431|Dmel\CG7431|DrmTR|TR|anon-WO0170980.82|anon-WO0170980.83	Tyramine receptor	protein-coding
3R.30460248.30460618	chr3R	30460248	30460618	+	76.4890887750805	-0.859128406953407	promoter-TSS (NM_170491)	promoter-TSS (NM_170491)	-34	NM_170491	43618	Dm.16294	NM_143540		CDase	CG1471|Dmel\CG1471|anon-WO0118547.407|cdase|fcd|slab	Ceramidase	protein-coding
2L.18474141.18474471	chr2L	18474141	18474471	+	76.4526941647243	-0.721687096527142	exon (NM_001169536, exon 9 of 11)	exon (NM_001169536, exon 9 of 11)	1991	NR_048000	12798013	Dm.39406	NR_048000		mir-125	125|CR33314|CR43029|Dmel\CR43029|Dmel_CR33314|MiR-125b|dme-miR-125|dme-mir-125|miR-125|mir-125b	mir-125 stem loop	ncRNA
2R.6522639.6523011	chr2R	6522639	6523011	+	76.4123477040107	0.0653106928071848	intron (NM_001103730, intron 1 of 6)	intron (NM_001103730, intron 1 of 6)	10770	NR_073842	14462549		NR_073842		CR43905	Dmel\CR43905	ncRNA	ncRNA
2R.9868431.9868838	chr2R	9868431	9868838	+	76.4084940615372	0.196013799284937	non-coding (NR_124492, exon 2 of 4)	non-coding (NR_124492, exon 2 of 4)	415	NR_124491	19834969		NR_124491		CR45138	Dmel\CR45138	ncRNA	ncRNA
3R.13373120.13373467	chr3R	13373120	13373467	+	76.4084206926168	-1.22402338406588	TTS (NM_001104301)	TTS (NM_001104301)	663	NM_001104301	5740636	Dm.33386	NM_001104301		CG34309	CG14378|Dm_3R:49679|Dm_3R:49681|Dmel\CG34309	uncharacterized protein	protein-coding
3R.16329232.16329541	chr3R	16329232	16329541	+	76.3972147722724	0.0584653639512302	exon (NM_142276, exon 3 of 3)	exon (NM_142276, exon 3 of 3)	1537	NM_142276	41979	Dm.3556	NM_142276		CG17930	Dmel\CG17930	uncharacterized protein	protein-coding
3L.8773347.8773738	chr3L	8773347	8773738	+	76.3625172043233	-0.413433663430897	intron (NM_001259753, intron 1 of 16)	intron (NM_001259753, intron 1 of 16)	7100	NM_168293	39004	Dm.1500	NM_168293		Fhos	CG32025|CG32030|CG42610|CG5775|CG5797|Dmel\CG42610|Dmel_CG32025|Dmel_CG32030|dFHOS|desert|jaz|knit|l(3)01629	Formin homology 2 domain containing	protein-coding
3R.18617352.18617719	chr3R	18617352	18617719	+	76.328670831328	-0.895261510039959	promoter-TSS (NM_142476)	promoter-TSS (NM_142476)	-24	NM_142476	42234	Dm.16728	NM_142476		CG7695	Dmel\CG7695	CG7695	protein-coding
3L.3647635.3648176	chr3L	3647635	3648176	+	76.3002331083583	-0.113586382975034	intron (NM_001104023, intron 4 of 5)	intron (NM_001104023, intron 4 of 5)	6866	NM_139566	38437	Dm.15743	NM_139566		CG10862	Dmel\CG10862	uncharacterized protein	protein-coding
X.4952879.4953233	chrX	4952879	4953233	+	76.2587130547842	0.0363611974086294	exon (NM_001169199, exon 8 of 12)	exon (NM_001169199, exon 8 of 12)	8072	NM_131972	31426	Dm.5041	NM_131972		CG15468	Dmel\CG15468|SIP3	uncharacterized protein	protein-coding
X.15509174.15509686	chrX	15509174	15509686	+	76.2032330290718	-0.371163471728891	promoter-TSS (NR_047813)	promoter-TSS (NR_047813)	-43	NR_047813	12797983		NR_047813		mir-12	CR33076|CR42932|Dmel\CR42932|Dmel_CR33076|MiR-12|Mir-12|dme-miR-12|dme-miR-12-3p|dme-mir-12|miR-12|miR-12/283/304|miR12|pri-miR-12	mir-12 stem loop	ncRNA
2L.21356255.21356605	chr2L	21356255	21356605	+	76.1776482566053	-0.278641955570301	exon (NM_078888, exon 3 of 4)	exon (NM_078888, exon 3 of 4)	-4786	NM_165375	318856	Dm.23706	NM_165375		dtr	CG31623|Dmel\CG31623|Dtr	defective transmitter release	protein-coding
2R.12842360.12842754	chr2R	12842360	12842754	+	76.1625330271457	-0.558187267466441	promoter-TSS (NM_136976)	promoter-TSS (NM_136976)	1	NM_136976	36412	Dm.26919	NM_136976		Cyp9h1	9h1|CG17577|Dmel\CG17577	Cyp9h1	protein-coding
2L.501642.502126	chr2L	501642	502126	+	76.1530532606418	-0.448831598555533	non-coding (NR_133062, exon 1 of 1)	non-coding (NR_133062, exon 1 of 1)	352	NR_133062	26067569		NR_133062		CR46259	Dmel\CR46259	ncRNA	ncRNA
2L.3667666.3668066	chr2L	3667666	3668066	+	76.1391169412321	0.126817072125642	TTS (NM_001169389)	TTS (NM_001169389)	685	NM_001169388	8673984	Dm.36725	NM_001169388		Sfp24Ba	CG42461|Dmel\CG42461|SFP24BA	Seminal fluid protein 24Ba	protein-coding
3L.19997962.19998549	chr3L	19997962	19998549	+	76.1293333629525	-0.817043368346185	TTS (NM_176365)	TTS (NM_176365)	1992	NM_001300196	40188	Dm.11495	NM_140911		Gabat	149085_at|CG7433|Dmel\CG7433|GABAT|gabat	gamma-aminobutyric acid transaminase	protein-coding
3L.3188298.3188685	chr3L	3188298	3188685	+	76.1250977013443	0.3384155766738	TTS (NM_139524)	TTS (NM_139524)	928	NM_139524	38386	Dm.23634	NM_139524		CG14957	Dmel\CG14957	uncharacterized protein	protein-coding
3R.8876132.8876568	chr3R	8876132	8876568	+	76.1220297128083	-0.268999330185408	intron (NM_170646, intron 2 of 13)	intron (NM_170646, intron 2 of 13)	-8915	NM_001260071	41062	Dm.7093	NM_057349		pyd	CG11782|CG11962|CG12409|CG31349|CG43140|CG9729|CG9731|CG9763|CT36877|DZO-1|Dmel\CG43140|Dmel_CG31349|Dmel_CG9731|Pch|Pyd|Pyd/ZO-1|Tamou|ZO-1|ZO1|dzo-1|pyd(Z01)|tam|xvt	polychaetoid	protein-coding
2R.16729713.16729990	chr2R	16729713	16729990	+	76.0696326325006	-0.747344854330753	intron (NM_166188, intron 1 of 11)	intron (NM_166188, intron 1 of 11)	1533	NM_001103872	246627	Dm.24533	NM_166188		CG30463	CG15713|CG8456|CG8463|Dmel\CG30463|dppGalNAcT9	uncharacterized protein	protein-coding
X.16894337.16894797	chrX	16894337	16894797	+	76.0626575945241	-0.164325584042468	Intergenic	Intergenic	2620	NM_206771	2768903	Dm.21736	NM_206771		CG33252	Dmel\CG33252	uncharacterized protein	protein-coding
3R.21099770.21100157	chr3R	21099770	21100157	+	76.0605863086509	-1.37829382288779	exon (NM_142683, exon 3 of 6)	exon (NM_142683, exon 3 of 6)	1755	NM_142683	42497	Dm.6369	NM_142683		CG7044	Dmel\CG7044	CG7044	protein-coding
X.17495202.17495740	chrX	17495202	17495740	+	76.0342078337023	-0.297198042820645	intron (NM_001272715, intron 1 of 6)	intron (NM_001272715, intron 1 of 6)	-1198	NR_123933	19835168		NR_123933		CR44692	Dmel\CR44692	ncRNA	ncRNA
X.2131221.2131494	chrX	2131221	2131494	+	76.0167063332965	-0.237114348688513	exon (NM_057523, exon 2 of 5)	exon (NM_057523, exon 2 of 5)	5265	NM_001297873	31181	Dm.5733	NM_057523		ph-p	CG18412|CG18414|Dmel\CG18412|EG:87B1.5|PH|PH-p|PHP|Ph|Ph-p|PhP|dPh|ph|ph-P|ph[P]|ph[p]|phm|php	polyhomeotic proximal	protein-coding
3L.16057502.16057930	chr3L	16057502	16057930	+	75.9943533258969	-0.369088691183287	intron (NM_001259854, intron 2 of 18)	intron (NM_001259854, intron 2 of 18)	5757	NM_001104145	49070	Dm.13965	NM_140573		Mbs	0573/06|0953/04|CG32156|CG5600|CG5891|DMBS|DMYPT|DMbs|Dmel\CG32156|MBS|Mypt|l(3)03802|l(3)72Dd|l(3)S005331b|l(3)S057306|l(3)S057306b|l(3)S095304|l(3)j3B4|l(3)j7A1|mbs	Myosin binding subunit	protein-coding
2R.15373117.15373296	chr2R	15373117	15373296	+	75.9889864636783	0.16300412535025	promoter-TSS (NR_124563)	promoter-TSS (NR_124563)	-861	NR_124563	19834787		NR_124563		CR44459	Dmel\CR44459|lincRNA.316	ncRNA	ncRNA
3L.11280786.11281184	chr3L	11280786	11281184	+	75.8866920435414	-1.29838899418382	Intergenic	Intergenic	-3746	NR_124881	19836127		NR_124881		CR45404	Dmel\CR45404	ncRNA	ncRNA
3R.23869401.23869713	chr3R	23869401	23869713	+	75.8760933652554	-1.30955323893952	intron (NM_079742, intron 2 of 9)	intron (NM_079742, intron 2 of 9)	-9927	NR_001599	3772520		NR_001599		snRNA:U1:21D	21E U1|CR31656|Dmel\CR31656|K5|U1|U1 21D|U1 snRNA|U1-1|U1-21.1|U1-21D|U14|U1:21D|U1a|U1a-21D|U1a1(AT)[[15]]|U1snRNA|U1snRNA21D|dU1|snRNA-U1-21.1|snRNA1|snRNA:U1	small nuclear RNA U1 at 21D	ncRNA
X.15007798.15008171	chrX	15007798	15008171	+	75.8713251960056	-0.731238275255704	3' UTR (NM_001042810, exon 18 of 18)	3' UTR (NM_001042810, exon 18 of 18)	-16452	NM_167424	32430	Dm.7134	NM_132762		be	BEST:LD10566|CG15026|CG32594|CG5530|Dmel\CG32594|E|anon-EST:CL1a5	ben	protein-coding
X.11566580.11566925	chrX	11566580	11566925	+	75.8246009699403	-0.685860834390806	exon (NM_078569, exon 3 of 4)	exon (NM_078569, exon 3 of 4)	3574	NM_078569	32100	Dm.2925	NM_078569		RpII215	5|8WG16|CG1554|CTD|Dmel\CG1554|H5|II|IIo|L5|POL|Pol II|Pol II CTD|Pol II Ser5P|Pol II Ser5p|Pol II0[ser2]|Pol II0[ser5]|Pol II[ser2]|Pol IIa|Pol IIo|Pol IIo[Ser2]|Pol IIo[ser2]|Pol IIo[ser5]|Pol-II|Pol-IIa|PolII|PolIIa|PolIIo|PolIIo[ser2]|PolIIo[ser5]|Poll II|RNA Pol II|RNA Pol II CTD|RNA PolI 215|RNA PolII|RNA pol II|RNA pol IIo|RNA polII|RNA-PolII|RNAP|RNAP II|RNAP II LS|RNAPII|RNAPII0|RNApol|RNApol2|RNApolII|RPB1|RPII215|RpII|Rpb1|Rpll215|Ser5-P Pol II|Ubl|alphaPol IIo[ser2]|dRPB1|dRpb1|l(1)10Ca|l(1)DC912|l(1)DF912|l(1)G0040|l(1)L5|pol II|polII|rpII1	RNA polymerase II 215kD subunit	protein-coding
X.21080321.21080680	chrX	21080321	21080680	+	75.8166226221911	0.0525719401511365	intron (NM_001272823, intron 7 of 7)	intron (NM_001272823, intron 7 of 7)	-12960	NM_134584	33085	Dm.29242	NM_134584		CG32512	CG15447|CG1739|Dmel\CG32512	uncharacterized protein	protein-coding
3R.24790486.24790886	chr3R	24790486	24790886	+	75.7944308856191	0.229319016710816	promoter-TSS (NM_143028)	promoter-TSS (NM_143028)	-550	NM_143028	42951		NM_143028		CG13634	Dmel\CG13634	uncharacterized protein	protein-coding
2R.22553232.22553557	chr2R	22553232	22553557	+	75.7805502939867	0.00340850809834891	intron (NM_166535, intron 3 of 13)	intron (NM_166535, intron 3 of 13)	3300	NM_137834	37572	Dm.18734	NM_137834		gas	CG6018|DmalphaE1-O|Dmel\CG6018|alphaE1-O	gasoline	protein-coding
X.8255983.8256270	chrX	8255983	8256270	+	75.7781657354981	0.566644025163588	intron (NM_001258648, intron 2 of 8)	(TTCAT)n|Simple_repeat|Simple_repeat	3456	NM_132239	31763		NM_132239		CG1632	Dmel\CG1632|SPH198	CG1632	protein-coding
3L.7895855.7896250	chr3L	7895855	7896250	+	75.767293406533	0.282571012805102	TTS (NM_001104070)	TTS (NM_001104070)	1172	NM_139903	38878	Dm.7849	NM_139903		eIF4E-5	CG8277|CT24507|Dmel\CG8277|eIF4E	eIF4E-5	protein-coding
2R.11720633.11721235	chr2R	11720633	11721235	+	75.7671179187929	-1.01705993708481	intron (NM_001103805, intron 1 of 4)	intron (NM_001103805, intron 1 of 4)	8671	NM_001103805	36255		NM_001103805		pyr	CG13194|DFGF8-2|DmPyr|Dmel\CG13194|FGF8-like2|Pyr|fgf8-like	pyramus	protein-coding
3L.514246.514639	chr3L	514246	514639	+	75.7420878754162	-0.604534816719976	intron (NM_001274282, intron 1 of 18)	intron (NM_001274282, intron 1 of 18)	5145	NR_133142	26067323		NR_133142		CR46002	Dmel\CR46002	ncRNA	ncRNA
2L.5362457.5362758	chr2L	5362457	5362758	+	75.7388870227683	-1.20377768005267	exon (NM_205912, exon 13 of 16)	exon (NM_205912, exon 13 of 16)	16407	NM_001103619	33768	Dm.3306	NM_078759		nompC	CG11020|CG17468|CT30855|DmNompC|Dmel\CG11020|NOMPC|NompC|ORE-13|TRPN|TRPN1|jf24|l(2)25Dc|l(2)jf24|nomp	no mechanoreceptor potential C	protein-coding
X.19372140.19372444	chrX	19372140	19372444	+	75.7268958233039	-0.211840836930061	intron (NM_001258817, intron 2 of 4)	intron (NM_001258817, intron 2 of 4)	19111	NM_167647	32930	Dm.31725	NM_133154		kek5	CG12199|CT10486|Dmel\CG12199|Kek5	kekkon5	protein-coding
2R.8756783.8757100	chr2R	8756783	8757100	+	75.7079696837849	-0.591251447769243	intron (NM_001299283, intron 4 of 8)	intron (NM_001299283, intron 4 of 8)	7954	NM_136567	35866	Dm.3160	NM_136567		CG8740	BcDNA:GH05582|Dmel\CG8740	CG8740	protein-coding
2R.15131757.15132157	chr2R	15131757	15132157	+	75.6520030665254	0.126576971900422	intron (NM_001259401, intron 1 of 6)	intron (NM_001259401, intron 1 of 6)	3131	NM_137169	36678	Dm.11696	NM_137169		chn	CG11798|Chn|Dmel\CG11798|EPIL#6|EPIL6|anon-EST:Liang-1.13|clone 1.13|l(2)02064|l(2)k04218|taco	charlatan	protein-coding
3L.27143029.27143414	chr3L	27143029	27143414	+	75.620079410215	-0.251650544378562	intron (NM_001300711, intron 3 of 8)	BURDOCK_I-int|LTR|Gypsy	6696	NM_001300711	3354896	Dm.3062	NM_001015132		vtd	80Fh|CG17436|CG40222|DRAD21|DRad21|DmRAD21|Dmel\CG17436|Drad21|RAD21|Rad21|Rad21/Scc1|Scc1|VTD|dRad21|drad21|l(3)80Fh|l(3)Lh3|l3|lethal 3|rad21|scc1	verthandi	protein-coding
3R.4817427.4817749	chr3R	4817427	4817749	+	75.6081871191642	0.110717420886451	TTS (NM_141244)	TTS (NM_141244)	1270	NM_141242	40600	Dm.27204	NM_141242		CG1126	BBS5|Dmel\CG1126	CG1126	protein-coding
2L.19163136.19163223	chr2L	19163136	19163223	+	75.5804262460948	-2.39163905606452	intron (NM_134302, intron 1 of 2)	intron (NM_134302, intron 1 of 2)	-2688	NM_001299154	35197	Dm.6426	NM_057597		brat	BRAT|Brat|CG10719|Cf|Dmel\CG10719|E60|anon-37CDa|fs(2)ltoPM43|l(2)37Cf|l(2)E60|l(2)brat|lincRNA.S1565	brain tumor	protein-coding
2L.18826902.18827183	chr2L	18826902	18827183	+	75.5779027320744	-0.656029606725208	TTS (NM_136066)	TTS (NM_136066)	272	NM_165265	35139	Dm.462	NM_136067		CG17322	BEST:LD25345|Dmel\CG17322|LD25345	uncharacterized protein	protein-coding
3L.9567817.9568203	chr3L	9567817	9568203	+	75.5605428224326	0.228189368398809	intron (NM_001202149, intron 2 of 9)	intron (NM_001202149, intron 2 of 9)	-15540	NM_168353	39111	Dm.20868	NM_168352		CG42673	BcDNA:RE71517|BcDNA:RE71585|CG14178|CG17357|CG3179|CG32048|CG34272|Dm_3L:44995|Dmel\CG42673|Dmel_CG32048|Dmel_CG34272	uncharacterized protein	protein-coding
2L.18995599.18996035	chr2L	18995599	18996035	+	75.537662052908	-0.210801899265481	exon (NM_136085, exon 1 of 4)	exon (NM_136085, exon 1 of 4)	117	NM_136085	35162	Dm.11074	NM_136085		CG10650	BEST:GH09876|Dmel\CG10650	uncharacterized protein	protein-coding
3R.23452730.23453212	chr3R	23452730	23453212	+	75.5262789060365	-0.0509777119532587	intron (NM_142889, intron 1 of 3)	intron (NM_142889, intron 1 of 3)	19307	NM_142889	42767		NM_142889		CG4374	Dmel\CG4374	CG4374	protein-coding
3R.24884506.24884857	chr3R	24884506	24884857	+	75.5218352464338	-0.799168585498472	exon (NM_170180, exon 3 of 8)	exon (NM_170180, exon 3 of 8)	5637	NM_001202357	42973	Dm.12970	NM_143048		CG11089	153761_at|BEST:GH11240|CT30991|Dmel\CG11089|atic	uncharacterized protein	protein-coding
3L.1236548.1236812	chr3L	1236548	1236812	+	75.5072943392363	-0.252325142936476	TTS (NM_138241)	TTS (NM_138241)	954	NM_138240	38133	Dm.31131	NM_138240		CG9194	C9194|Dmel\CG9194|anon-WO0109301.19|anon-WO0109301.20|anon-WO0109301.21|anon-WO0109301.22|anon-WO0109301.23|anon-WO0109301.24|anon-WO0109301.25|anon-WO0109301.26|anon-WO0109301.27|anon-WO0109301.28|anon-WO0109301.29|anon-WO0109301.3|anon-WO0109301.31|anon-WO0109301.32|anon-WO0109301.33|anon-WO0109301.34|anon-WO0109301.36|anon-WO0109301.37|anon-WO0109301.38	CG9194	protein-coding
3R.18371480.18371755	chr3R	18371480	18371755	+	75.4856083881072	-1.0222434076868	intron (NM_001275779, intron 2 of 4)	(AC)n|Simple_repeat|Simple_repeat	1121	NM_057506	42210	Dm.7107	NM_057506		gl	CG7672|Dmel\CG7672|E(sina)5|Gl|Gla|Glass|SS3-2|SY3-3|gla|none|rh	glass	protein-coding
2R.21576066.21576147	chr2R	21576066	21576147	+	75.4780912180316	-3.14021164250175	promoter-TSS (NM_001259520)	promoter-TSS (NM_001259520)	-71	NM_001259520	37456	Dm.13568	NM_137744		twz	CG10440|Dmel\CG10440|Twz	tiwaz	protein-coding
3R.10582614.10583042	chr3R	10582614	10583042	+	75.4520431628513	-0.297341300602914	3' UTR (NM_001014613, exon 8 of 8)	3' UTR (NM_001014613, exon 8 of 8)	31448	NM_057228	41273	Dm.2272	NM_057228		hth	1323/07|1422/04|CG17117|Dm-HTH|Dmel\CG17117|HTH|Hth|Meis1|P53|anon-EST:Liang-2.13|clone 2.13|dtl|hth1|hth2|l(3)05745|l(3)86Ca	homothorax	protein-coding
2L.11965037.11965392	chr2L	11965037	11965392	+	75.4509505489816	-0.0711227128747128	intron (NR_047937, intron 1 of 1)	intron (NR_047937, intron 1 of 1)	5880	NR_047937	12798160		NR_047937		CR43314	Dmel\CR43314|Dmel_CR31863|pri-mir-263a	ncRNA	ncRNA
2R.17627831.17628231	chr2R	17627831	17628231	+	75.4471758042347	-0.135139921924478	TTS (NM_080533)	TTS (NM_080533)	5485	NM_080533	44879	Dm.3493	NM_080533		rhi	CG10683|Dmel\CG10683|HP1|HP1D|HP1d|RHI|Rhi|rno	rhino	protein-coding
2R.14123317.14123667	chr2R	14123317	14123667	+	75.4112635359705	0.142581818845941	intron (NM_001259386, intron 1 of 10)	intron (NM_001259386, intron 1 of 10)	17410	NM_001299474	50225	Dm.19025	NM_137081		Prosap	BcDNA:GH23107|CG13354|CG30483|CG8122|D-ProSAP|Dmel\CG30483|ProSAP|Shank|anon-WO0118547.149|prosap	prosap	protein-coding
3L.8007561.8008184	chr3L	8007561	8008184	+	75.3811604084063	-0.150611590691965	intron (NM_001274626, intron 3 of 8)	intron (NM_001274626, intron 3 of 8)	28826	NM_168251	38890	Dm.3990	NM_079243		nmo	CG7892|Dmel\CG7892|NEMO|NEMO/NLK|NLK|Nemo|Nlk|Nmo|ORE-6|adk|adk1|anon-EST:Gibbs3|anon-EST:Liang-2.43|anon-WO0118547.332|anon-WO0140519.256|anon-WO0172774.138|clone 2.43	nemo	protein-coding
3R.18448828.18449257	chr3R	18448828	18449257	+	75.3619602861414	-0.745597994401379	intron (NM_169816, intron 2 of 7)	intron (NM_169816, intron 2 of 7)	1212	NM_169822	42226	Dm.4626	NM_079673		fru	BTB-VI|BtbVI|CG14307|CG14307/CG33541|CG7688|CG7689|CG7690|CT22773|Dmel\CG14307|Dmfru|FRU|FRU-PI|Fru|cg7688|cg7689|fruC|fty|ms(3)06411|sat	fruitless	protein-coding
2L.466720.467138	chr2L	466720	467138	+	75.353553042492	-0.567533694114513	intron (NM_134683, intron 1 of 1)	CpG	4626	NM_175945	33222	Dm.18461	NM_134683		CG4297	Dmel\CG4297	CG4297	protein-coding
X.12646925.12647309	chrX	12646925	12647309	+	75.3415612686112	-1.64852705187882	intron (NM_167328, intron 15 of 23)	intron (NM_167328, intron 15 of 23)	-6509	NM_001298234	32221	Dm.2166	NM_078585		CkIalpha	CG2028|CK I|CK1|CK1a|CK1alpha|CKI|CKI alpha|CKIa|CKIalpha|Ck1alpha|CkI alpha|CkIa|Dmel\CG2028|PKA-C|anon-WO03040301.93|anon-WO03040301.95|ck1a|ck1alpha|dmCK1|dmckI|l(1)G0492	Casein kinase Ialpha	protein-coding
X.16747026.16747790	chrX	16747026	16747790	+	75.3141258655153	-0.41460204305461	intron (NM_001298420, intron 1 of 10)	intron (NM_001298420, intron 1 of 10)	-1326	NM_001298421	32660	Dm.7732	NM_132932		goe	BcDNA:LD21405|CG9634|Dmel\CG9634	gone early	protein-coding
2L.3053064.3053378	chr2L	3053064	3053378	+	75.297076364902	-0.402273439025999	exon (NM_001273057, exon 4 of 7)	exon (NM_001273057, exon 4 of 7)	-3377	NM_134904	33524	Dm.7216	NM_134904		FASN1	BcDNA:GH07626|BcDNA:gh07626|CG3523|DM_7295848|Dmel\CG3523|FAS|FASN|FASN[CG3523]|FAS[CG3523]|Fas|Fatty acid synthase|anon-EST:Posey235|anon-EST:Posey43|anon-WO0138581.1|dFAS|fas	Fatty acid synthase 1	protein-coding
3L.19039353.19039634	chr3L	19039353	19039634	+	75.2952490843948	-0.68882570582081	intron (NM_001275100, intron 1 of 3)	intron (NM_001275100, intron 1 of 3)	-5593	NR_133275	26067267		NR_133275		CR45940	Dmel\CR45940	ncRNA	ncRNA
2L.9271228.9271541	chr2L	9271228	9271541	+	75.2865978676832	-0.395065602287042	intron (NM_001259021, intron 2 of 3)	intron (NM_001259021, intron 2 of 3)	-1118	NM_001169446	45234	Dm.1453	NM_080068		Ggamma30A	CG18511|CG3694|CG43733|Dmel\CG3694|Dmel_CG43733|G-gamma30A|GNG gene like|G[[gamma30A]]|G[[gamma]]|Galpha30A|Ggamma|Ggamma[[e]]|Ggammae|lincRNA.S701	G protein subunit gamma at 30A	protein-coding
3R.10769841.10770235	chr3R	10769841	10770235	+	75.2833478836956	0.0411699938006393	TTS (NM_001300345)	TTS (NM_001300345)	-2234	NM_079581	41290	Dm.20167	NM_079581		TfIIFbeta	CG6538|Dmel\CG6538|F[[S]]|RAP30|T2FB_DROME|TFIIF|TFIIFbeta|TfIIF|dTFIIF30|l(3)j3C1	Transcription factor TFIIFbeta	protein-coding
3R.7329546.7329860	chr3R	7329546	7329860	+	75.233996616411	-0.548933589150583	Intergenic	Intergenic	-1797	NR_125098	19835954		NR_125098		CR44337	Dmel\CR44337	ncRNA	ncRNA
3R.10182093.10182454	chr3R	10182093	10182454	+	75.208021185766	-0.235799911761506	intron (NM_001275524, intron 2 of 9)	intron (NM_001275524, intron 2 of 9)	7330	NM_141727	41246	Dm.11742	NM_141727		CG12814	CG12815|Dmel\CG12814	uncharacterized protein	protein-coding
2L.15757104.15757340	chr2L	15757104	15757340	+	75.1815722732959	-0.299877377354341	exon (NM_165129, exon 7 of 8)	exon (NM_165129, exon 7 of 8)	4959	NM_080190	48782	Dm.1748	NM_080190		Mtr4	BG:DS09217.2|BcDNA:GH07290|CG4152|Dmel\CG4152|L(2)35Df|br44|cg4152|dMtr4|l(2)35Df|l(2)br44|l(2)k14422|l(2)k14423|l.2.35Df|lethal(2)35Df	Mtr4 helicase	protein-coding
2L.13083847.13084176	chr2L	13083847	13084176	+	75.1743944723467	-0.794773219959579	Intergenic	Intergenic	-5792	NR_073767	14462756		NR_073767		CR44197	Dmel\CR44197	ncRNA	ncRNA
2R.22931172.22931529	chr2R	22931172	22931529	+	75.1640436673497	0.0300480202870351	TTS (NM_137894)	TTS (NM_137894)	2173	NM_137894	37644	Dm.5542	NM_137894		CG3788	Dmel\CG3788	CG3788	protein-coding
